mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-4	12/8	3/2	0	3	firstMeasure					2
2	2	-4	12/8	3/2	0	3						3
3	3	-4	12/8	3/2	0	3						4
4	4	-4	12/8	3/2	0	3						5
5	5	-4	12/8	3/2	0	3						6
6	6	-4	12/8	3/4	0	3						7
7	6	-4	12/8	3/4	3/4	3					1	8
8	7	-4	12/8	3/2	0	3						9
9	8	-4	12/8	3/2	0	3						10
10	9	-4	12/8	3/2	0	3						11
11	10	-4	12/8	3/2	0	3						12
12	11	-4	12/8	3/4	0	2						13
13	11	-4	12/8	3/4	3/4	2					1	14
14	12	-4	12/8	3/2	0	2						15
15	13	-4	12/8	3/2	0	3						16
16	14	-4	12/8	3/2	0	3						17
17	15	-4	12/8	3/2	0	3						18
18	16	-4	12/8	3/2	0	3			double			19
19	17	4	12/8	3/2	0	4						20
20	18	4	12/8	3/2	0	4			double			21
21	19	-4	12/8	3/2	0	4						22
22	20	-4	12/8	3/2	0	4						23
23	21	-4	12/8	3/2	0	3						24
24	22	-4	12/8	3/2	0	3						25
25	23	-4	12/8	3/2	0	3						26
26	24	-4	12/8	3/4	0	3						27
27	24	-4	12/8	3/4	3/4	3					1	28
28	25	-4	12/8	3/2	0	3						29
29	26	-4	12/8	3/2	0	2						30
30	27	-4	12/8	3/2	0	2						31
31	28	-4	12/8	3/2	0	4						32
32	29	-4	12/8	3/2	0	4						33
33	30	-4	12/8	3/2	0	2						34
34	31	-4	12/8	3/2	0	4						35
35	32	-4	12/8	3/2	0	4						36
36	33	-4	12/8	3/2	0	4						37
37	34	-4	12/8	3/2	0	4						38
38	35	-4	12/8	3/2	0	4						39
39	36	-4	12/8	3/2	0	4						40
40	37	-4	12/8	3/2	0	4						41
41	38	-4	12/8	3/2	0	3						42
42	39	-4	12/8	3/4	0	3						43
43	39	-4	12/8	3/4	3/4	3					1	44
44	40	-4	12/8	3/2	0	3						45
45	41	-4	12/8	3/2	0	3						46
46	42	-4	12/8	3/2	0	3						47
47	43	-4	12/8	3/2	0	3						48
48	44	-4	12/8	3/2	0	4						49
49	45	-4	12/8	3/2	0	4						50
50	46	-4	12/8	3/2	0	6						51
51	47	-4	12/8	3/2	0	4						52
52	48	-4	12/8	3/2	0	2						53
53	49	-4	12/8	3/2	0	2						54
54	50	-4	12/8	3/2	0	2						55
55	51	-4	12/8	3/2	0	4						56
56	52	-4	12/8	3/2	0	4						57
57	53	-4	12/8	3/2	0	3						58
58	54	-4	12/8	3/2	0	3						59
59	55	-4	12/8	3/2	0	3						60
60	56	-4	12/8	3/2	0	3						61
61	57	-4	12/8	3/2	0	3						62
62	58	-4	12/8	3/2	0	3						63
63	59	-4	12/8	3/2	0	3						64
64	60	-4	12/8	3/2	0	3						65
65	61	-4	12/8	3/2	0	3						66
66	62	-4	12/8	3/4	0	3						67
67	62	-4	12/8	3/4	3/4	3					1	68
68	63	-4	12/8	3/2	0	3						69
69	64	-4	12/8	3/2	0	3						70
70	65	-4	12/8	3/2	0	3						71
71	66	-4	12/8	3/2	0	2	lastMeasure		end			
